form,lemma,pos,morph
sublatum,tollo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
fuisset,svm,VER,Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
pacem,pax,NOM3,Case=Acc|Numb=Sing
posse,possvm,VER,Mood=Inf|Tense=Pres|Voice=Act
compleri,compleo,VER,Mood=Inf|Tense=Pres|Voice=Pass
magis,magis,ADV,Deg=Comp
enim,enim,CONcoo,MORPH=empty
turbatio,tvrbatio,NOM3,Case=Nom|Numb=Sing
cunctis,cvnctvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
regionibus,regio,NOM3,Case=Dat|Numb=Plur
et,et,CONcoo,MORPH=empty
ecclesiae,ecclesia,NOM1,Case=Gen|Numb=Sing
Romanae,romanvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
inmissa,immitto,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ob,ob,PRE,MORPH=empty
quam,qvi,PROrel,Case=Acc|Numb=Sing
rem,res,NOM5,Case=Acc|Numb=Sing
tuam,tvvs,PROpos,Case=Acc|Numb=Sing
rogamus,rogo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
clementiam,clementia,NOM1,Case=Acc|Numb=Sing
ut,vt,CONsub,MORPH=empty
placidis,placidvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
auribus,avris,NOM3,Case=Abl|Numb=Plur
et,et,CONcoo,MORPH=empty
sereno,serenvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
uultu,vvltvs,NOM4,Case=Abl|Numb=Sing
uniuersos,vniversi,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
legatos,legatvs,NOM2,Case=Acc|Numb=Plur
nostros,noster,PROpos,Case=Acc|Numb=Plur
et,et,CONcoo,MORPH=empty
respicias,respicio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
et,et,CONcoo,MORPH=empty
audias,avdio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
neue,neve,CONcoo,MORPH=empty
aliquid,aliqvis,PROind,Case=Acc|Numb=Sing
permittat,permitto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
clementia,clementia,NOM1,Case=Abl|Numb=Sing
tua,tvvs,PROpos,Case=Abl|Numb=Sing
iniuria,inivria,NOM1,Case=Abl|Numb=Sing
ueterum,vetvs,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
conuelli,convello,VER,Mood=Inf|Tense=Pres|Voice=Pass
sed,sed,CONcoo,MORPH=empty
manere,maneo,VER,Mood=Inf|Tense=Pres|Voice=Act
ea,is,PROdem,Case=Acc|Numb=Plur
quae,qvi,PROrel,Case=Acc|Numb=Plur
a,ab,PRE,MORPH=empty
maioribus,maiores,NOM3,Case=Abl|Numb=Plur
nostris,noster,PROpos,Case=Abl|Numb=Plur
accepimus,accipio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
quos,qvi,PROrel,Case=Acc|Numb=Plur
fuisse,svm,VER,Mood=Inf|Tense=Perf|Voice=Act
et,et,CONcoo,MORPH=empty
prudentes,prvdens,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
sine,sine,PRE,MORPH=empty
spiritu,spiritvs,NOM4,Case=Abl|Numb=Sing
sancto,sanctvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
dei,devs,NOM2,Case=Gen|Numb=Sing
non,non,ADVneg,MORPH=empty
egisse,ago,VER,Mood=Inf|Tense=Perf|Voice=Act
confidimus,confido,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
quia,qvia,CONsub,MORPH=empty
ista,iste,PROdem,Case=Nom|Numb=Plur
coura,cavrvs,NOM1,Case=Abl|Numb=Plur
ye,vevs,PROdem,Case=Abl|Numb=Sing
xai,xaveo,VER,Case=Gen|Numb=Sing|Tense=Perf
dtxalwu,dtxalivs,NOM4,Case=Abl|Numb=Sing
oi,ovis,NOM2,Case=Dat|Numb=Sing
xui,devs,NOM2,Case=Gen|Numb=Sing
o,o,INJ,MORPH=empty
te,tv,PROper,Case=Acc|Numb=Sing
xai,xeo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf
rt,rt,CONcoo,MORPH=empty
xai,xeo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf
ix,ix,PRE,MORPH=empty
ouu,ovvm,NOM2,Case=Abl|Numb=Sing
xai,xeo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
oiju,oivvs,NOM4,Case=Abl|Numb=Sing
Iua,iva,NOM1,Case=Abl|Numb=Sing
xai,xeo,VER,Case=Nom|Numb=Plur|Tense=Perf
TWV,tertvs,ADJcar,Case=Nom|Numb=Sing
n,ne,CONsub,MORPH=empty
Toi,tovivs,NOM2,Case=Gen|Numb=Sing
TWV,tnes,ADJcar,Case=Nom|Numb=Sing
re,res,NOM5,Case=Abl|Numb=Sing
xai,xeo,VER,Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
Snaura,snavra,NOM1,Case=Abl|Numb=Sing
re,res,NOM5,Case=Abl|Numb=Sing
xai,xeo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
xai,xaeo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf
dytou,dytovs,NOM2,Case=Abl|Numb=Sing
nouitate,novitas,NOM3,Case=Abl|Numb=Sing
non,non,ADVneg,MORPH=empty
solum,solvm,ADV,Deg=Pos
fideles,fidelis,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
populi,popvlvs,NOM2,Case=Gen|Numb=Sing
perturbati,pertvrbatvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
uerum,vervm,CONcoo,MORPH=empty
etiam,etiam,ADV,Deg=Pos
et,et,CONcoo,MORPH=empty
infideles,infidelis,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
ad,ad,PRE,MORPH=empty
credulitatem,credvlitas,NOM3,Case=Acc|Numb=Sing
uetantur,veto,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
accedere,accedo,VER,Mood=Inf|Tense=Pres|Voice=Act
oramus,oro,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
etiam,etiam,ADV,Deg=Pos
ut,vt,CONsub,MORPH=empty
praecipias,praecipio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
tot,tot,PROdem,Case=Ind
episcopos,episcopos,NOM2,Case=Acc|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
Arimino,ariminvm,NOM2,Case=Abl|Numb=Sing
detinentur,detineo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
inter,inter,PRE,MORPH=empty
quos,qvi,PROrel,Case=Acc|Numb=Plur
plurimi,mvltvs,ADJqua,Case=Nom|Numb=Plur|Deg=Sup
qui,qvi,PROrel,Case=Nom|Numb=Plur
aetate,aetas,NOM3,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
paupertate,pavpertas,NOM3,Case=Abl|Numb=Sing
defecti,deficio,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ad,ad,PRE,MORPH=empty
suam,svvs,PROpos.ref,Case=Acc|Numb=Sing
prouinciam,provincia,NOM1,Case=Acc|Numb=Sing
remeare,remeo,VER,Mood=Inf|Tense=Pres|Voice=Act
ne,ne,CONsub,MORPH=empty
destituti,destitvo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sine,sine,PRE,MORPH=empty
episcopis,episcops,NOM3,Case=Gen|Numb=Sing
laborent,laboro,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
populi,popvlvs,NOM2,Case=Gen|Numb=Sing
ecclesiarum,ecclesia,NOM1,Case=Gen|Numb=Plur
hoc,hic,PROdem,Case=Acc|Numb=Sing
etiam,etiam,ADV,Deg=Pos
frequentius,freqventer,ADV,Deg=Comp
postulamus,postvlo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ut,vt,CONsub,MORPH=empty
nihil,nihil,PROind,Case=Ind
innouetur,innosco,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
nihil,nihil,PROind,Case=Ind
minuatur,minvo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
sed,sed,CONcoo,MORPH=empty
maneant,maneo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
incorrupta,incorrvptvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
quae,qvi,PROrel,Case=Acc|Numb=Plur
patris,pater,NOM3,Case=Gen|Numb=Sing
sanctae,sanctvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
pietatis,pietas,NOM3,Case=Gen|Numb=Sing
tuae,tvvs,PROpos,Case=Gen|Numb=Sing
temporibus,tempvs,NOM3,Case=Abl|Numb=Plur
et,et,CONcoo,MORPH=empty
tuis,tvvs,PROpos,Case=Abl|Numb=Plur
religiosis,religiosvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
saeculis,saecvlvm,NOM2,Case=Abl|Numb=Plur
permanserunt,permaneo,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
nec,nec,CONcoo,MORPH=empty
iam,iam,ADV,Deg=Pos
nos,nos,PROper,Case=Acc|Numb=Plur
fatigari,fatigo,VER,Mood=Inf|Tense=Pres|Voice=Pass
aut,avt,CONcoo,MORPH=empty
conuelli,convello,VER,Mood=Inf|Tense=Pres|Voice=Pass
a,ab,PRE,MORPH=empty
sedibus,sedes,NOM3,Case=Abl|Numb=Plur
nostris,noster,PROpos,Case=Abl|Numb=Plur
tua,tvvs,PROpos,Case=Abl|Numb=Sing
sancta,sanctvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
prudentia,prvdentia,NOM1,Case=Abl|Numb=Sing
permittat,permitto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
sed,sed,CONcoo,MORPH=empty
ut,vt,CONsub,MORPH=empty
quieti,qvietvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
cum,cvm,PRE,MORPH=empty
populis,popvlvs,NOM2,Case=Abl|Numb=Plur
suis,svvs,PROpos.ref,Case=Abl|Numb=Plur
episcopi,episcopis,NOM3,Case=Abl|Numb=Sing
uacent,vaco,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
semper,semper,ADV,Deg=Pos
postulationibus,postvlatio,NOM3,Case=Abl|Numb=Plur
quas,qvi,PROrel,Case=Acc|Numb=Plur
uuu,vvvs,NOM4,Case=Abl|Numb=Sing
ei,is,PROdem,Case=Dat|Numb=Sing
de,de,PRE,MORPH=empty
de,de,PRE,MORPH=empty
hi,hic,PROdem,Case=Abl|Numb=Plur
o,o,ADV,MORPH=empty
ot,ot,CONcoo,MORPH=empty
xai,xeio,VER,Case=Nom|Numb=Plur
xai,xeio,VER,Case=Nom|Numb=Plur
oixeia,oixeia,NOM1,Case=Abl|Numb=Sing
o,o,INJ,MORPH=empty
ai,ai,VER,Numb=Sing
de,de,PRE,MORPH=empty
xai,xeio,NOM2,Case=Gen|Numb=Plur
o,o,INJ,MORPH=empty
iua,iva,NOM1,Case=Abl|Numb=Sing
ix,ix,PRE,MORPH=empty
xai,xaivs,VER,Case=Gen|Numb=Plur
o,o,INJ,MORPH=empty
o,o,INJ,MORPH=empty
xai,xeivs,VER,Case=Voc|Numb=Plur
oi,ovis,NOM2,Case=Dat|Numb=Sing
inioxonoi,inioxonovs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
ouu,ovvm,NOM2,Case=Abl|Numb=Sing
Toic,toicvs,ADJqua,Case=Nom|Numb=Sing
J,o,PRE,MORPH=empty
aoi,avvs,NOM2,Case=Gen|Numb=Plur
xai,xalvs,VER,Case=Nom|Numb=Plur
habent,habeo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
semper,semper,ADV,Deg=Pos
et,et,CONcoo,MORPH=empty
pro,pro,PRE,MORPH=empty
salute,salvs,NOM3,Case=Abl|Numb=Sing
tua,tvvs,PROpos,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
pro,pro,PRE,MORPH=empty
regno,regnvm,NOM2,Case=Abl|Numb=Sing
tuo,tvvs,PROpos,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
pro,pro,PRE,MORPH=empty
pace,pax,NOM3,Case=Abl|Numb=Sing
quam,qvam,PROrel,Case=Acc
tibi,tv,PROper,Case=Dat|Numb=Sing
diuinitas,divinitas,NOM3,Case=Nom|Numb=Sing
meritis,meritvm,NOM2,Case=Abl|Numb=Plur
tuis,tvvs,PROpos,Case=Dat|Numb=Plur
profundam,profvndvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
et,et,CONcoo,MORPH=empty
perpetuam,perpetvvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
largiatur,largior,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
legati,legatvs,NOM2,Case=Nom|Numb=Plur
autem,avtem,CONcoo,MORPH=empty
nostri,nostri,PROpos,Case=Nom|Numb=Plur
et,et,CONcoo,MORPH=empty
suscriptiones,svscriptio,NOM3,Case=Nom|Numb=Plur
et,et,CONcoo,MORPH=empty
nomina,nomen,NOM3,Case=Acc|Numb=Plur
episcopurum,episcopvrvm,NOM2,Case=Acc|Numb=Sing
uel,vel,CONcoo,MORPH=empty
legatorum,legatvs,NOM2,Case=Gen|Numb=Plur
perferent,perfero,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
sicut,sicvt,ADVrel,MORPH=empty
idem,idem,PROdem,Case=Nom|Numb=Sing
alia,alivs,PROind,Case=Nom|Numb=Sing
scriptura,scriptvra,NOM1,Case=Nom|Numb=Sing
instruit,instrvo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tuam,tvvs,PROpos,Case=Acc|Numb=Sing
sanctam,sanctvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
religiosamque,religiose,ADV,Deg=Pos
prudentiam,prvdentia,NOM1,Case=Acc|Numb=Sing
Cum,cvm,NOM2,Case=Acc|Numb=Sing
hac,hic,PROdem,Case=Abl|Numb=Sing
epistula,epistola,NOM1,Case=Abl|Numb=Sing
integrae,integer,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
fidei,fides,NOM5,Case=Gen|Numb=Sing
suscribentes,svscribo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
episcopi,episcopis,NOM3,Case=Dat|Numb=Sing
catholici,catholicvs,NOM2,Case=Nom|Numb=Plur
miserunt,mitto,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
decem,decem,ADJcar,Case=Ind
legatos,legatvs,NOM2,Case=Acc|Numb=Plur
ad,ad,PRE,MORPH=empty
imperatorem,imperator,NOM3,Case=Acc|Numb=Sing
nihilominus,nihilominvs,ADVneg,MORPH=empty
et,et,CONcoo,MORPH=empty
pars,pars,NOM3,Case=Nom|Numb=Sing
haereticorum,haereticvs,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
misit,mitto,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ex,ex,PRE,MORPH=empty
suo,svvs,PROpos.ref,Case=Abl|Numb=Sing
corpore,corpvs,NOM3,Case=Abl|Numb=Sing
decem,decem,ADJcar,Case=Ind
legatos,legatvs,NOM2,Case=Acc|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
ubi,vbi,ADVrel,MORPH=empty
uenerunt,venio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ad,ad,PRE,MORPH=empty
imperatorem,imperator,NOM3,Case=Acc|Numb=Sing
suscepti,svscipio,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ita,ita,ADV,Deg=Pos
ut,vt,CONsub,MORPH=empty
legati,legatvs,NOM2,Case=Nom|Numb=Plur
catholicorum,catholicvs,NOM2,Case=Gen|Numb=Plur
non,non,ADVneg,MORPH=empty
susciperentur,svscipio,VER,Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
atque,atqve,CONcoo,MORPH=empty
longa,longvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
dilatione,dilatio,NOM3,Case=Abl|Numb=Sing
fatigati,fatigo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
et,et,CONcoo,MORPH=empty
minis,minae,NOM1,Case=Abl|Numb=Plur
imperatoris,imperator,NOM3,Case=Gen|Numb=Sing
perterriti,perterreo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
damnauerunt,damno,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
integram,integer,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
fidem,fides,NOM5,Case=Acc|Numb=Sing
quam,qvi,PROrel,Case=Acc
antea,antea,ADV,Deg=Pos
defendebant,defendo,VER,Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
susceperunt,svscipio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
perfidiam,perfidia,NOM1,Case=Acc|Numb=Sing
quam,qvi,PROrel,Case=Acc
ante,ante,ADV,Deg=Pos
damnauerunt,damno,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
haec,hic,PROdem,Case=Acc|Numb=Plur
ita,ita,ADV,Deg=Pos
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
ex,ex,PRE,MORPH=empty
subiectis,svbiectvs,ADJqua,Case=Abl|Numb=Plur
inuenies,invenio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act
Cum,cvm,NOM2,Case=Acc|Numb=Sing
consedissent,consido,VER,Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
episcopi,episcopivm,NOM3,Case=Dat|Numb=Sing
mansionis,mansio,NOM3,Case=Gen|Numb=Sing
Nicheae,nichea,NOM1,Case=Gen|Numb=Sing
quae,qvi,PROrel,Case=Nom|Numb=Plur
xai,xeo,VER,Numb=Plur|Tense=Perf
ij,is,PROdem,Case=Nom|Numb=Sing
oi,ovis,NOM2,Case=Dat|Numb=Sing
e,ex,PRE,MORPH=empty
re,res,NOM5,Case=Abl|Numb=Sing
xai,xeo,VER,Case=Nom|Numb=Sing|Tense=Perf
xai,xeo,VER,Numb=Plur|Mood=Par|Tense=Perf
antehac,antehac,ADV,Deg=Pos
Vstodizo,vstodizvs,NOM2,Case=Dat|Numb=Sing
uocabatur,voco,VER,Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3
in,in,PRE,MORPH=empty
prouincia,provincia,NOM1,Case=Abl|Numb=Sing
Tracia,tracia,NOM1,Case=Abl|Numb=Sing|Deg=Pos
Restutus,restvtvs,NOM2,Case=Nom|Numb=Sing
Gregorius,gregorivs,NOM2,Case=Nom|Numb=Sing
Honoratus,honoratvs,NOM2,Case=Nom|Numb=Sing
Arthemius,arthemivs,NOM2,Case=Nom|Numb=Sing
Yginus,nginvs,NOM3,Case=Acc
lustinus,lvstinvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
Priscus,priscvs,NOM2,Case=Nom|Numb=Sing
Primus,primvs,NOM2,Case=Nom|Numb=Sing
mus,mvs,NOM3,Case=Nom|Numb=Sing
Taurinus,tavrinvs,NOM2,Case=Nom|Numb=Sing
Lucius,lvcivs,NOM2,Case=Nom|Numb=Sing
Mustacius,mvstacivs,NOM2,Case=Nom|Numb=Sing
Vrbanus,vrbanvs,NOM2,Case=Nom|Numb=Sing|Deg=Pos
Honoratus,honoratvs,NOM2,Case=Nom|Numb=Sing
Solutor,solvtor,NOM3,Case=Nom|Numb=Sing
Restutus,restvtvs,NOM2,Case=Nom|Numb=Sing
episcopus,episcopvs,NOM2,Case=Nom|Numb=Sing
Carthaginis,carthago,NOM3,Case=Gen|Numb=Sing
dixit,dico,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Scit,scio,VER,Numb=Sing|Mood=Ind|Person=3
prudentia,prvdentia,NOM1,Case=Abl|Numb=Sing
uestra,vester,PROpos,Case=Nom|Numb=Sing
consacerdotes,consacerdos,NOM3,Case=Nom|Numb=Plur
sanctissimi,sanctvs,ADJqua,Case=Nom|Numb=Plur|Deg=Sup
quod,qvod,CONsub,MORPH=empty
cum,cvm,PRE,MORPH=empty
Arimino,ariminvm,NOM2,Case=Abl|Numb=Sing
de,de,PRE,MORPH=empty
fide,fides,NOM5,Case=Abl|Numb=Sing
tractatus,tracto,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
haberetur,habeo,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
contentio,contentio,NOM3,Case=Nom|Numb=Sing
sic,sic,ADV,Deg=Pos
discidium,discidivm,NOM2,Case=Acc|Numb=Sing
fecerat,facio,VER,Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
ut,vt,CONsub,MORPH=empty
de,de,PRE,MORPH=empty
sacerdotibus,sacerdos,NOM3,Case=Abl|Numb=Plur
dei,devs,NOM2,Case=Gen|Numb=Sing
diabolo,diabolvm,NOM2,Case=Abl|Numb=Sing
inmittente,immitto,VER,Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
discordia,discordia,NOM1,Case=Abl|Numb=Sing
fieret,fio,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
atque,atqve,CONcoo,MORPH=empty
exinde,exinde,ADV,Deg=Pos
factum,factvm,VER,Case=Nom|Numb=Sing
fuerat,svm,VER,Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
ut,vt,ADVrel,MORPH=empty
in,in,PRE,MORPH=empty
fratres,frater,NOM3,Case=Acc|Numb=Plur
nostros,noster,PROpos,Case=Acc|Numb=Plur
ego,ego,PROper,Case=Nom|Numb=Sing
Restutus,restvtvs,NOM2,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
pars,pars,NOM3,Case=Nom|Numb=Sing
episcoporum,episcopor,NOM3,Case=Gen|Numb=Plur
quae,qvi,PROrel,Case=Nom|Numb=Sing
sequebatur,seqvor,VER,Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=3
Vrsacium,vrsacivs,NOM2,Case=Acc|Numb=Sing
Valentem,valens,NOM3,Case=Acc|Numb=Sing
Gcrminium,gcrminivs,NOM2,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
Gaium,gaivs,NOM2,Case=Acc|Numb=Sing
quasi,qvasi,ADVrel,MORPH=empty
in,in,PRE,MORPH=empty
auctores,avctor,NOM3,Case=Acc|Numb=Plur
mali,malvm,NOM2,Case=Gen|Numb=Sing
intellectus,intelligo,VER,Case=Nom|Numb=Sing|Mood=Sub|Tense=Perf|Voice=Pass
sententiam,sententia,NOM1,Case=Acc|Numb=Sing
promeremus,promo,VER,Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1
id,is,PROdem,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ut,vt,CONsub,MORPH=empty
a,ab,PRE,MORPH=empty
nostra,noster,PROpos,Case=Abl|Numb=Sing
communione,commvnio,NOM3,Case=Abl|Numb=Sing
segregarentur,segrego,VER,Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Sed,sed,CONcoo,Case=Acc|Numb=Sing
quia,qvia,CONsub,MORPH=empty
in,in,PRE,MORPH=empty
comminus,comminvs,ADV,Deg=Pos
positi,pono,VER,Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
uniuersa,vniversvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
tractauimus,tracto,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
et,et,CONcoo,MORPH=empty
uniuersa,vniversvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
discussimus,discvtio,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
inuenimusque,invenimvs,ADV,Deg=Pos
quod,qvi,PROrel,Case=Acc|Numb=Sing
nulli,nvllvs,PROind,Case=Dat|Numb=Sing
displicere,displiceo,VER,Mood=Inf|Tense=Pres|Voice=Act
debeat,debeo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
id,is,PROdem,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fidem,fides,NOM5,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
his,hic,PROdem,Case=Abl|Numb=Plur
catholicam,catholicvs,NOM1,Case=Acc|Numb=Sing
iuxta,ivxta,PRE,MORPH=empty
professionem,professio,NOM3,Case=Acc|Numb=Sing
suam,svvs,PROpos.ref,Case=Acc|Numb=Sing
cui,qvi,PROrel,Case=Dat|Numb=Sing
et,et,CONcoo,MORPH=empty
nos,nos,PROper,Case=Nom|Numb=Plur
subscripsimus,svbscribo,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
omnes,omnis,PROind,Case=Acc|Numb=Plur
neque,neqve,CONcoo,MORPH=empty
umquam,vmqvam,ADV,Deg=Pos
haereticos,haereticvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
fuisse,svm,VER,Mood=Inf|Tense=Perf|Voice=Act
et,et,CONcoo,MORPH=empty
ideo,ideo,ADV,Deg=Pos
quia,qvia,CONsub,MORPH=empty
pacis,pax,NOM3,Case=Gen|Numb=Sing
concordia,concordia,NOM1,Case=Abl|Numb=Sing
apud,apvd,PRE,MORPH=empty
deum,devs,NOM2,Case=Gen|Numb=Sing
res,res,NOM5,Case=Nom|Numb=Plur
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
maxima,magnvs,ADJqua,Case=Nom|Numb=Sing|Deg=Sup
placuit,placeo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut,vt,CONsub,MORPH=empty
communi,commvnis,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
consensu,consensvs,NOM4,Case=Abl|Numb=Sing
nostro,noster,PROpos,Case=Abl|Numb=Sing
omnia,omnis,PROind,Case=Nom|Numb=Plur
quae,qvi,PROrel,Case=Nom|Numb=Plur
apud,apvd,PRE,MORPH=empty
Ariminum,ariminvm,NOM2,Case=Acc|Numb=Sing
tractata,tracto,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in,in,PRE,MORPH=empty
irritum,irritvs,NOM2,Case=Acc|Numb=Sing|Deg=Pos
deducantur,dedvco,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
et,et,CONcoo,MORPH=empty
